taxonKey	year_2022_em_status_occs_Wallonia	year_2022_em_status_occupancy_Wallonia	year_2022_em_status_occs_WalloniaNatura2000	year_2022_em_status_occupancy_WalloniaNatura2000	year_2023_em_status_occs_Wallonia	year_2023_em_status_occupancy_Wallonia	year_2023_em_status_occs_WalloniaNatura2000	year_2023_em_status_occupancy_WalloniaNatura2000	year_2024_em_status_occs_Wallonia	year_2024_em_status_occupancy_Wallonia	year_2024_em_status_occs_WalloniaNatura2000	year_2024_em_status_occupancy_WalloniaNatura2000	mean_growth	taxonName	class	clasKey	kingdom
2928835	3	1	0	1	3	1	0	1	3	1	0	1	1.019317975890588	Lycium barbarum L.	Magnoliopsida	220	Plantae
2929505	3	3			2	3			2	3				Solanum villosum Mill.	Magnoliopsida	220	Plantae
2930137	3	3	1	1	3	3	1	1	3	3	1	1	1.1653068786582823	Solanum lycopersicum L.	Magnoliopsida	220	Plantae
2930222	1	1	1	1	3	3	1	1	1	1	1	1		Solanum americanum Mill.	Magnoliopsida	220	Plantae
2930262	3	1	1	1	2	1	1	1	2	1	1	1		Solanum tuberosum L.	Magnoliopsida	220	Plantae
2959443	3	3			2	3			2	2				Gleditsia triacanthos L.	Magnoliopsida	220	Plantae
2964355	1	1	1	1	1	1	1	1	1	1	1	1	0.9422770207201394	Lupinus polyphyllus Lindl.	Magnoliopsida	220	Plantae
2965331	1	1	1	0	1	1	1	0	1	1	1	0	0.7361156415366766	Medicago ×varia Martyn	Magnoliopsida	220	Plantae
2965354	1	1	1	1	1	1	1	1	1	1	1	1	0.7824986707884425	Medicago falcata L.	Magnoliopsida	220	Plantae
2965531	3	3	3	3	3	3	2	2	3	3	2	2	1.7083920733184965	Medicago polymorpha L.	Magnoliopsida	220	Plantae
2971095	3	3	3	3	3	3	3	2	3	3	3	3	1.1319081965452293	Melilotus albus Medik.	Magnoliopsida	220	Plantae
2972595	3	1	3	3	3	1	3	3	3	1	3	3	1.179627056095236	Onobrychis viciifolia Scop.	Magnoliopsida	220	Plantae
2974811	1	1			2	2			3	3				Vicia pannonica Crantz	Magnoliopsida	220	Plantae
2974832	0	1	0	0	0	1	0	0	0	1	0	0	0.6829682248624942	Vicia faba L.	Magnoliopsida	220	Plantae
2975667	3	3	1	3	3	3	1	3	3	3	1	3	1.096386566219428	Galega officinalis L.	Magnoliopsida	220	Plantae
2984306	3	3			2	2			2	2				Gunnera tinctoria (Molina) Mirb.	Magnoliopsida	220	Plantae
2984366	2	2	1	1	2	2	1	1	3	3	1	1		Soleirolia soleirolii (Req.) Dandy	Magnoliopsida	220	Plantae
2984676	3	1	2	3	3	1	1	1	3	1	3	3	1.1223061560115086	Pachysandra terminalis Siebold & Zucc.	Magnoliopsida	220	Plantae
2985949	1	1	0	0	1	1	0	0	1	1	0	0	0.7781045729416431	Sempervivum tectorum L.	Magnoliopsida	220	Plantae
2986045	0	0	0	0	0	0	0	0	0	0	0	0	0.23801535500770343	Philadelphus coronarius L.	Magnoliopsida	220	Plantae
2986111	3	3			1	1			1	1				Ribes aureum Pursh	Magnoliopsida	220	Plantae
2986130	1	1	0	1	1	1	0	1	1	1	0	1	0.9082838966908274	Ribes sanguineum Pursh	Magnoliopsida	220	Plantae
2986184	0	0	0	0	0	0	0	0	0	0	0	0	0.6232449476056554	Ribes alpinum L.	Magnoliopsida	220	Plantae
2988188	1	1	3	3	1	1	2	2	1	1	2	2	0.8558033918103685	Pyracantha coccinea M.Roem.	Magnoliopsida	220	Plantae
2988354	0	0			0	0			0	0			0.4833316123508987	Physocarpus opulifolius (L.) Maxim.	Magnoliopsida	220	Plantae
2992543	3	3	2	3	3	3	1	3	1	3	3	3	1.0325825545287028	Rubus laciniatus Willd.	Magnoliopsida	220	Plantae
2995149	0	0	3	3	0	0	1	1	0	0	2	2	0.5355558471838543	Rubus phoenicolasius Maxim.	Magnoliopsida	220	Plantae
2996525	1	1	2	2	1	1	1	1	1	1	2	2	0.7755241003418757	Rubus armeniacus Focke	Magnoliopsida	220	Plantae
3000610	2	1	2	2	2	1	1	1	2	1	2	2		Chaenomeles japonica (Thunb.) Lindl. ex Spach	Magnoliopsida	220	Plantae
3001244	1	1	1	1	1	1	1	1	1	1	1	1	0.7855756272840397	Malus domestica (Suckow) Borkh.	Magnoliopsida	220	Plantae
3003244	1	3	1	3	1	3	1	2	1	3	1	1	0.8554548587861068	Rosa multiflora Thunb.	Magnoliopsida	220	Plantae
3003709	1	2	2	3	1	2	1	1	1	1	2	3	0.5537030490111533	Rosa glauca Pourr.	Magnoliopsida	220	Plantae
3003979	0	1	1	0	0	0	1	0	0	0	1	0	0.643112523562315	Rosa rugosa Thunb.	Magnoliopsida	220	Plantae
3012089	0	0	0	1	0	0	0	1	0	0	0	1	0.5919174632059909	Sorbaria sorbifolia (L.) A.Braun	Magnoliopsida	220	Plantae
3015457	1	1			1	1			3	3				Crataegus persimilis Sarg.	Magnoliopsida	220	Plantae
3020871	3	3	3	3	1	1	1	1	2	2	2	2		Prunus lusitanica L.	Magnoliopsida	220	Plantae
3021496	1	1	3	1	1	1	1	1	1	1	1	1	0.9181497075471817	Prunus laurocerasus L.	Magnoliopsida	220	Plantae
3021730	0	0	0	0	0	0	0	0	0	0	0	0	0.6500532377399808	Prunus cerasifera Ehrh.	Magnoliopsida	220	Plantae
3021850	1	3	1	3	1	3	1	3	1	3	1	3	0.9513148205519516	Prunus serotina Ehrh.	Magnoliopsida	220	Plantae
3021922	3	3	1	2	3	3	1	2	3	3	1	2	1.2341520901085277	Prunus cerasus L.	Magnoliopsida	220	Plantae
3024109	3	3	1	3	3	3	1	3	3	3	1	3	1.0677580549911243	Amelanchier ×lamarckii F.G.Schroed.	Magnoliopsida	220	Plantae
3025617	0	0	1	0	0	0	0	0	0	0	0	0	0.6310095026484859	Cotoneaster horizontalis Decne.	Magnoliopsida	220	Plantae
3026024	1	1			1	1			1	1				Cotoneaster ascendens Flinck & B.Hylmö	Magnoliopsida	220	Plantae
3026035	2	3			1	1			2	3				Cotoneaster coriaceus Franch.	Magnoliopsida	220	Plantae
3026074	0	0	0	1	0	0	0	1	0	0	0	1	0.5051926540861837	Cotoneaster salicifolius Franch.	Magnoliopsida	220	Plantae
3026092	0	0	1	1	0	0	1	1	0	0	1	1	0.6306521996772164	Cotoneaster hjelmqvistii Flinck & B.Hylmö	Magnoliopsida	220	Plantae
3026162	0	0	0	0	0	0	0	0	0	0	0	0	0.49270930594694656	Cotoneaster franchetii Boiss.	Magnoliopsida	220	Plantae
3026294	0	2	1	1	0	2	1	1	1	2	1	1	0.6163511657960017	Cotoneaster bullatus Bois ex Bilm. & Bois	Magnoliopsida	220	Plantae
3026334	1	1	3	3	1	1	2	2	1	1	2	2	0.7493997334941119	Cotoneaster divaricatus Rehder & E.H.Wilson	Magnoliopsida	220	Plantae
3026585	2	3	0	1	2	3	0	1	3	3	0	1	0.9818119771983606	Spiraea alba Du Roi	Magnoliopsida	220	Plantae
3027159	0	1	0	0	0	1	0	0	0	1	0	0	0.7610411643952038	Spiraea douglasii Hook.	Magnoliopsida	220	Plantae
3028528	0	0	0	1	0	0	0	1	0	0	0	1	0.6517231999645215	Alchemilla mollis (Buser) Rothm.	Magnoliopsida	220	Plantae
3029912	1	1			1	1			1	1			0.6062768669295054	Fragaria ×ananassa (Weston) Rozier	Magnoliopsida	220	Plantae
3031774	1	1	3	3	1	1	3	3	1	1	3	3	0.9519888689165076	Mespilus germanica L.	Magnoliopsida	220	Plantae
3032611	3	1	1	1	3	1	1	1	3	3	3	3		Darmera peltata (Torr. ex Benth.) Voss	Magnoliopsida	220	Plantae
3032653	3	3			1	1			3	3				Heuchera sanguinea Engelm.	Magnoliopsida	220	Plantae
3032698	1	1	1	1	1	1	1	1	3	1	1	1	1.0056755732445875	Tellima grandiflora (Pursh) Douglas ex Lindl.	Magnoliopsida	220	Plantae
3033077	2	2	1	3	2	3	3	3	2	2	2	2		Aucuba japonica Thunb.	Magnoliopsida	220	Plantae
3033227	1	1	1	1	1	1	1	1	1	1	1	1	0.9063129553737362	Eranthis hyemalis (L.) Salisb.	Magnoliopsida	220	Plantae
3033242	2	0	3	3	0	0	2	3	0	0	2	2	0.7727027997589229	Anemone blanda Schott & Kotschy	Magnoliopsida	220	Plantae
3033518	0	1	1	1	1	1	1	1	1	1	1	1	0.7417619728274373	Clematis viticella L.	Magnoliopsida	220	Plantae
3033543	2	2			1	1			2	2				Clematis recta L.	Magnoliopsida	220	Plantae
3033833	1	1	2	2	1	1	1	1	1	1	2	2	0.7698067337349644	Delphinium ajacis L.	Magnoliopsida	220	Plantae
3033865	3	3	3	3	3	3	3	3	3	3	3	3	1.0733079401221326	Mahonia aquifolium (Pursh) Nutt.	Magnoliopsida	220	Plantae
3033896	3	3	3	3	3	3	1	3	3	3	2	3	1.0210223211008749	Berberis thunbergii DC.	Magnoliopsida	220	Plantae
3034182	3	1	1	1	3	1	1	1	3	1	1	1	1.0156250969112837	Ammi majus L.	Magnoliopsida	220	Plantae
3034393	3	3			1	1			3	1				Eryngium planum L.	Magnoliopsida	220	Plantae
3034681	0	1	0	0	0	1	0	0	0	1	0	0	0.7555275486555241	Myrrhis odorata (L.) Scop.	Magnoliopsida	220	Plantae
3034825	3	3	1	3	3	3	1	3	3	3	1	3	1.402708472039295	Heracleum mantegazzianum Sommier & Levier	Magnoliopsida	220	Plantae
3034871	0	0			0	0			0	0			0.34472097078576436	Coriandrum sativum L.	Magnoliopsida	220	Plantae
3034915	0	0	3	1	0	0	1	1	0	0	1	1	0.4260863812174438	Astrantia major L.	Magnoliopsida	220	Plantae
3034922	1	1	1	1	1	1	1	1	1	1	1	1	0.953879238242394	Foeniculum vulgare Mill.	Magnoliopsida	220	Plantae
3036033	3	1	3	3	2	1	1	1	2	1	2	2		Hedera colchica (K.Koch) K.Koch	Magnoliopsida	220	Plantae
3036892	1	1			3	3			2	2				Aralia elata (Miq.) Seem.	Magnoliopsida	220	Plantae
3039194	1	1	1	1	1	1	1	1	1	1	1	1	0.821429406754623	Parthenocissus quinquefolia (L.) Planch.	Magnoliopsida	220	Plantae
3039203	1	0	1	0	1	0	1	0	1	0	1	0	0.7016846434318708	Parthenocissus inserta (A.Kern.) Fritsch	Magnoliopsida	220	Plantae
3039209	0	0			0	0			0	0			0.39426548091491304	Parthenocissus tricuspidata (Siebold & Zucc.) Planch.	Magnoliopsida	220	Plantae
3039267	1	1			1	1			1	1			0.3305232766407151	Elaeagnus umbellata Thunb.	Magnoliopsida	220	Plantae
3040184	2	2			2	2			2	2				Populus balsamifera L.	Magnoliopsida	220	Plantae
3040185	1	1			1	1			1	1			0.8259901076724657	Populus ×canescens (Aiton) Sm.	Magnoliopsida	220	Plantae
3040233	0	0	0	0	0	0	0	0	0	0	0	0	0.5785146137604542	Populus alba L.	Magnoliopsida	220	Plantae
3041022	1	1	1	1	1	1	1	1	1	1	1	1	0.898728416538639	Armoracia rusticana P.Gaertn., B.Mey. & Scherb.	Magnoliopsida	220	Plantae
3042291	1	3	0	3	1	3	0	3	1	3	0	3	0.9688920467697085	Hesperis matronalis L.	Magnoliopsida	220	Plantae
3042636	0	0	0	0	0	0	0	0	0	0	0	0	0.6757232907283222	Brassica napus L.	Magnoliopsida	220	Plantae
3042751	1	1			1	1			3	3				Brassica juncea (L.) Czern.	Magnoliopsida	220	Plantae
3042845	0	0			0	0			0	0			0.3422194266706165	Brassica oleracea L.	Magnoliopsida	220	Plantae
3045803	1	1			1	1			3	3				Cardamine graeca L.	Magnoliopsida	220	Plantae
3046736	1	1			1	1			1	1			0.7617960037533422	Sisymbrium altissimum L.	Magnoliopsida	220	Plantae
3046812	1	1			1	1			2	2				Sisymbrium orientale L.	Magnoliopsida	220	Plantae
3046929	3	1	3	1	3	1	3	1	3	1	3	1	1.2171370378688817	Sisymbrium chrysanthum Jord.	Magnoliopsida	220	Plantae
3047621	0	1	0	1	1	1	0	1	1	1	0	1	0.7235304060147429	Sinapis alba L.	Magnoliopsida	220	Plantae
3048203	3	3	3	3	3	3	3	3	3	3	3	3	1.2198643508193663	Erysimum cheiri (L.) Crantz	Magnoliopsida	220	Plantae
3050364	1	1	1	1	1	1	1	1	1	1	1	1	0.8815477000376578	Bunias orientalis L.	Magnoliopsida	220	Plantae
3053522	3	3	3	3	3	3	3	3	3	3	3	3	1.0622781122211287	Berteroa incana (L.) DC.	Magnoliopsida	220	Plantae
3054110	1	1			3	3			3	2				Aubrieta columnae Guss.	Magnoliopsida	220	Plantae
3054117	0	0	0	0	0	0	0	0	0	0	0	0	0.3683734441481951	Aubrieta deltoidea (L.) DC.	Magnoliopsida	220	Plantae
3054357	0	1	0	0	0	1	0	0	0	1	0	0	0.7592459404772562	Juglans nigra L.	Magnoliopsida	220	Plantae
3054368	0	0	0	1	0	0	0	1	0	0	0	1	0.6525749350559926	Juglans regia L.	Magnoliopsida	220	Plantae
3064056	1	1	1	1	1	1	1	1	1	1	1	1	0.8486786243466296	Euphorbia palustris L.	Magnoliopsida	220	Plantae
3064669	3	3			1	1			3	3				Euphorbia myrsinites L.	Magnoliopsida	220	Plantae
3066965	0	1	3	1	0	1	3	1	0	1	3	1	0.8373890799693323	Euphorbia lathyris L.	Magnoliopsida	220	Plantae
3067119	3	3	2	3	3	3	2	3	3	3	2	3	1.1055526931972988	Euphorbia maculata L.	Magnoliopsida	220	Plantae
3067353	3	1			2	1			2	1				Euphorbia characias L.	Magnoliopsida	220	Plantae
3067891	3	3	1	1	2	2	1	1	3	3	1	1		Euphorbia prostrata Aiton	Magnoliopsida	220	Plantae
3069053	3	2	3	2	3	2	1	1	3	3	3	3	1.62421991264103	Euphorbia verrucosa L.	Magnoliopsida	220	Plantae
3082244	3	3	3	3	3	3	3	3	3	3	3	3	1.1466405002213702	Cornus sericea L.	Magnoliopsida	220	Plantae
3083680	3	3			2	2			2	2				Atriplex micrantha Ledeb.	Magnoliopsida	220	Plantae
3083761	0	0			0	0			0	0			0.5936645191792085	Atriplex hortensis L.	Magnoliopsida	220	Plantae
3084015	3	1	3	3	2	1	3	3	3	1	3	3		Phytolacca americana L.	Magnoliopsida	220	Plantae
3084022	3	3	1	1	3	3	1	1	3	3	1	1	1.1143180907786636	Phytolacca acinosa Roxb.	Magnoliopsida	220	Plantae
3084719	3	3	1	3	3	3	1	2	3	3	1	2	1.1366253881049668	Portulaca oleracea L.	Magnoliopsida	220	Plantae
3084742	1	1	1	1	1	1	1	1	1	1	1	1	0.744117867615602	Claytonia sibirica L.	Magnoliopsida	220	Plantae
3085357	0	1	0	0	0	1	0	0	0	1	0	0	0.5241567466708079	Saponaria ocymoides L.	Magnoliopsida	220	Plantae
3085360	3	3	0	3	3	3	0	3	3	3	0	3	1.1329845859992707	Saponaria officinalis L.	Magnoliopsida	220	Plantae
3085381	2	2			3	3			2	3				Polycarpon tetraphyllum (L.) L.	Magnoliopsida	220	Plantae
3085421	1	3	2	2	1	3	2	3	1	3	2	3	0.9390300372144516	Dianthus barbatus L.	Magnoliopsida	220	Plantae
3085438	1	1	1	0	1	1	1	0	1	1	1	0	0.8198509392406088	Cerastium tomentosum L.	Magnoliopsida	220	Plantae
3085623	3	3	3	3	3	3	3	3	3	3	2	3	1.1403337247122236	Petrorhagia saxifraga (L.) Link	Magnoliopsida	220	Plantae
3086240	2	2	3	1	2	2	1	1	2	2	1	1		Mirabilis jalapa L.	Magnoliopsida	220	Plantae
3088310	2	2	1	3	0	0	3	1	0	0	1	1	0.8076927603362174	Petasites japonicus (Siebold & Zucc.) Maxim.	Magnoliopsida	220	Plantae
3088481	2	2			1	1			1	1				Tagetes minuta L.	Magnoliopsida	220	Plantae
3088488	1	1			1	1			1	1			0.7061577637572899	Tagetes erecta L.	Magnoliopsida	220	Plantae
3092576	1	1	1	1	3	3	3	3	3	3	1	1		Silphium perfoliatum L.	Magnoliopsida	220	Plantae
3098912	0	0	0	0	0	0	0	0	0	0	0	1	0.5614134623839113	Cosmos bipinnatus Cav.	Magnoliopsida	220	Plantae
3098951	1	1	1	1	2	1	1	1	1	1	1	1		Cosmos sulphureus Cav.	Magnoliopsida	220	Plantae
3101193	1	1	1	1	1	1	1	1	1	1	1	2	0.8302137802224431	Dittrichia graveolens (L.) Greuter	Magnoliopsida	220	Plantae
3103791	1	1	3	1	1	1	3	1	1	1	3	1	0.8850188727686314	Matricaria discoidea DC.	Magnoliopsida	220	Plantae
3109086	0	1	1	1	0	1	1	1	0	1	1	1	0.8680965901741718	Senecio inaequidens DC.	Magnoliopsida	220	Plantae
3112364	2	2			2	2			2	2				Cynara cardunculus L.	Magnoliopsida	220	Plantae
3114225	3	3	1	1	3	3	3	1	3	3	3	1	1.1236893504505379	Rudbeckia hirta L.	Magnoliopsida	220	Plantae
3114229	1	1			1	1			1	1			0.6226451109004844	Rudbeckia laciniata L.	Magnoliopsida	220	Plantae
3114643	1	1			1	1			1	1			0.7429670363308891	Carduus acanthoides L.	Magnoliopsida	220	Plantae
3117449	3	3	3	3	3	3	1	3	3	3	1	3	1.1136804797478355	Erigeron annuus (L.) Pers.	Magnoliopsida	220	Plantae
3118254	0	0	3	3	0	0	1	1	0	0	1	1	0.40708173987026347	Tanacetum balsamita L.	Magnoliopsida	220	Plantae
3118430	0	1	0	1	0	1	0	1	0	1	0	1	0.6688945150047424	Tanacetum parthenium (L.) Sch.Bip.	Magnoliopsida	220	Plantae
3119175	0	1	0	0	0	1	0	0	0	1	0	0	0.5785844250420104	Helianthus tuberosus L.	Magnoliopsida	220	Plantae
3119181	1	1			1	1			1	1			0.6152884962482786	Helianthus ×laetiflorus Pers.	Magnoliopsida	220	Plantae
3120024	3	3	3	3	1	1	1	1	1	1	1	1		Achillea nobilis L.	Magnoliopsida	220	Plantae
3120284	0	0			0	0			0	0			0.49186910975420345	Achillea filipendulina Lam.	Magnoliopsida	220	Plantae
3120790	1	1			1	1			1	1			0.5605878982342752	Artemisia verlotiorum Lamotte	Magnoliopsida	220	Plantae
3121088	1	1	1	1	2	2	2	2	2	2	2	2		Artemisia alba Turra	Magnoliopsida	220	Plantae
3122924	3	3	3	3	3	3	3	3	3	3	3	3	1.267692555313363	Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip.	Magnoliopsida	220	Plantae
3123663	1	1	1	1	1	1	1	1	1	1	1	1	0.9764850396936227	Pilosella caespitosa (Dumort.) P.D.Sell & C.West	Magnoliopsida	220	Plantae
3128225	1	1	0	0	1	1	0	1	1	1	0	1	0.7171936689898484	Centaurea nigra L.	Magnoliopsida	220	Plantae
3132570	3	1	1	1	3	1	1	1	3	1	1	1	1.1381467806152772	Galinsoga parviflora Cav.	Magnoliopsida	220	Plantae
3133887	3	3			1	1			1	1				Coreopsis verticillata L.	Magnoliopsida	220	Plantae
3133950	0	1	2	1	0	1	2	1	1	1	1	1	0.6275847620600211	Coreopsis tinctoria Nutt.	Magnoliopsida	220	Plantae
3136320	1	2	1	1	1	3	1	1	1	3	1	1	0.9020301318665294	Hieracium amplexicaule L.	Magnoliopsida	220	Plantae
3140436	1	1	2	3	1	1	1	1	1	1	2	2	0.671630122899938	Lactuca macrophylla (Willd.) A.Gray	Magnoliopsida	220	Plantae
3145214	0	0	1	1	0	0	1	1	0	0	1	1	0.7492629241175682	Silybum marianum (L.) Gaertn.	Magnoliopsida	220	Plantae
3146683	3	3	2	3	3	3	2	3	3	3	2	3	1.054655582536942	Erigeron sumatrensis Retz.	Magnoliopsida	220	Plantae
3146717	3	3			1	1			2	2				Erigeron bonariensis L.	Magnoliopsida	220	Plantae
3146791	1	1	3	1	1	1	3	1	1	1	3	1	0.9843628156438552	Erigeron canadensis L.	Magnoliopsida	220	Plantae
3147018	1	2			1	2			1	2			0.7525618949976813	Erigeron floribundus (Kunth) Sch.Bip.	Magnoliopsida	220	Plantae
3147168	3	3	3	3	3	3	2	2	3	3	3	3	1.3432854319521497	Erigeron karvinskianus DC.	Magnoliopsida	220	Plantae
3148340	0	0	0	0	0	0	0	0	0	0	0	0	0.5719045937106978	Inula helenium L.	Magnoliopsida	220	Plantae
3151558	1	1	0	1	1	1	0	1	1	1	0	1	0.9492090056202688	Symphyotrichum novi-belgii (L.) G.L.Nesom	Magnoliopsida	220	Plantae
3152372	1	1			1	1			1	1			0.7408546573116811	Malva pusilla Sm.	Magnoliopsida	220	Plantae
3152377	3	3			1	1			2	2				Malva verticillata L.	Magnoliopsida	220	Plantae
3152378	3	3			2	2			1	1				Malva parviflora L.	Magnoliopsida	220	Plantae
3152521	3	3	1	3	3	3	1	3	3	3	1	3	1.2798816384709497	Althaea hirsuta L.	Magnoliopsida	220	Plantae
3152583	0	0	0	0	0	0	0	0	0	0	0	0	0.31931878602180624	Hibiscus syriacus L.	Magnoliopsida	220	Plantae
3152614	3	3	0	1	2	2	0	1	2	2	0	1		Abutilon theophrasti Medik.	Magnoliopsida	220	Plantae
3152861	1	1			1	1			1	1			0.6769722592187482	Liriodendron tulipifera L.	Magnoliopsida	220	Plantae
3164340	3	3			1	1			3	3				Platycodon grandiflorus (Jacq.) A.DC.	Magnoliopsida	220	Plantae
3169137	1	3	2	2	1	2	2	2	1	3	3	3	0.8835196551249566	Euonymus fortunei (Turcz.) Hand.-Mazz.	Magnoliopsida	220	Plantae
3169340	0	1	0	1	0	1	0	1	0	1	0	1	0.8036895019446083	Lysimachia punctata L.	Magnoliopsida	220	Plantae
3169391	3	3	3	3	1	1	1	1	1	1	1	1		Lysimachia ciliata L.	Magnoliopsida	220	Plantae
3169708	1	1	1	1	1	1	1	1	1	1	1	1	0.8418932576490139	Vinca major L.	Magnoliopsida	220	Plantae
3170040	1	2	2	2	3	3	2	2	3	3	3	3	1.0184312643628735	Gentiana lutea L.	Magnoliopsida	220	Plantae
3170247	0	1	1	1	3	1	1	1	3	2	2	1	1.0399881841894312	Asclepias syriaca L.	Magnoliopsida	220	Plantae
3170823	3	3	2	3	3	3	3	3	3	3	2	3	1.2301133086966685	Paulownia tomentosa (Thunb.) Steud.	Magnoliopsida	220	Plantae
3171948	0	1	2	1	0	1	2	1	0	1	2	1	0.7430845215121319	Verbascum phlomoides L.	Magnoliopsida	220	Plantae
3171952	1	1			2	2			2	2				Verbascum speciosum Schrad.	Magnoliopsida	220	Plantae
3171954	1	1	1	1	1	1	1	1	3	3	2	3		Verbascum virgatum Stokes	Magnoliopsida	220	Plantae
3172001	1	3	1	3	1	3	1	3	1	3	1	3	0.9222108538912661	Antirrhinum majus L.	Magnoliopsida	220	Plantae
3172068	3	3			1	1			3	3				Veronica cymbalaria Bodard	Magnoliopsida	220	Plantae
3172077	3	3	3	3	3	3	3	3	3	3	3	3	1.17232987986769	Veronica persica Poir.	Magnoliopsida	220	Plantae
3172100	3	1	3	1	3	1	3	1	3	1	3	1	1.0233671413184153	Veronica filiformis Sm.	Magnoliopsida	220	Plantae
3172104	3	1	3	3	3	1	3	3	3	1	3	3	1.0980115655172062	Veronica peregrina L.	Magnoliopsida	220	Plantae
3172118	1	1	1	1	1	3	1	1	1	3	1	1	0.9631430493283252	Veronica longifolia L.	Magnoliopsida	220	Plantae
3172266	3	3	3	3	1	1	1	1	2	2	2	2		Jasminum nudiflorum Lindl.	Magnoliopsida	220	Plantae
3172291	1	1	1	3	1	1	1	3	1	1	1	3	1.0059639353505088	Ligustrum ovalifolium Hassk.	Magnoliopsida	220	Plantae
3172347	0	0	0	1	0	0	1	1	0	1	1	1	0.5843735701582341	Fraxinus ornus L.	Magnoliopsida	220	Plantae
3172549	1	1	1	1	1	1	1	1	3	3	3	3		Campsis radicans (L.) Bureau	Magnoliopsida	220	Plantae
3172615	1	1			1	1			1	1			0.5578342148918648	Catalpa bignonioides Walter	Magnoliopsida	220	Plantae
3173338	1	1	1	3	1	1	1	1	1	1	1	1	0.9778423501806429	Buddleja davidii Franch.	Magnoliopsida	220	Plantae
3188894	1	1	3	1	1	1	3	1	1	1	3	1	1.006457103102795	Oenothera glazioviana Micheli	Magnoliopsida	220	Plantae
3188924	0	0	1	1	0	0	1	2	0	0	1	1	0.6914737705487772	Oenothera biennis L.	Magnoliopsida	220	Plantae
3189073	3	3	3	3	3	3	1	1	3	3	3	3	1.3761823892379226	Epilobium brachycarpum C.Presl	Magnoliopsida	220	Plantae
3189497	0	0			0	0			0	0			0.45569918169242707	Hypericum calycinum L.	Magnoliopsida	220	Plantae
3189815	0	1	0	1	0	1	0	1	0	1	0	1	0.8037060713106151	Aesculus hippocastanum L.	Magnoliopsida	220	Plantae
3189837	0	0	2	3	0	0	2	3	0	0	2	2	0.4180320022285269	Acer saccharinum L.	Magnoliopsida	220	Plantae
3189866	1	1	1	1	1	1	1	1	1	1	1	1	0.9116499133187929	Acer negundo L.	Magnoliopsida	220	Plantae
3190382	1	1	1	1	1	1	2	2	1	1	1	1	0.8091754108974434	Ruta graveolens L.	Magnoliopsida	220	Plantae
3190411	1	1	1	1	1	1	1	1	3	2	3	3		Ptelea trifoliata L.	Magnoliopsida	220	Plantae
3190522	0	0	2	2	0	0	1	1	0	0	1	1	0.38469615994918177	Cotinus coggygria Scop.	Magnoliopsida	220	Plantae
3190538	1	1	1	3	1	1	1	3	1	1	1	3	0.9561788378566569	Rhus typhina L.	Magnoliopsida	220	Plantae
3190653	3	3	3	1	3	3	3	1	3	3	3	1	1.015157556014596	Ailanthus altissima (Mill.) Swingle	Magnoliopsida	220	Plantae
3602683	3	3	3	3	3	3	3	3	3	3	3	3	1.1509133248204713	Papaver cambricum L.	Magnoliopsida	220	Plantae
3610757	3	1	3	3	3	1	3	3	3	1	2	2	1.0610392873958145	Cuscuta campestris Yunck.	Magnoliopsida	220	Plantae
3642531	2	2	3	3	3	3	3	3	3	3	3	3		Chaerophyllum aureum L.	Magnoliopsida	220	Plantae
3664589	3	3	3	3	2	2	1	1	2	2	2	2		Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch	Magnoliopsida	220	Plantae
3666422	1	1	0	1	1	1	0	1	1	1	0	1	0.6122044168473967	Chamaenerion dodonaei (Vill.) Schur ex Fuss.	Magnoliopsida	220	Plantae
3686235	0	1	0	1	0	1	0	1	0	1	0	1	0.7075481484139042	Staphylea pinnata L.	Magnoliopsida	220	Plantae
3690997	2	2			3	3			2	2				Cardamine occulta Hornem.	Magnoliopsida	220	Plantae
3693541	1	1	1	1	1	1	1	1	3	2	3	3		Odontarrhena muralis (Waldst. & Kit.) Endl.	Magnoliopsida	220	Plantae
3741446	2	3	2	3	2	3	2	3	2	1	2	3	0.7652529691264409	Erinus alpinus L.	Magnoliopsida	220	Plantae
3797084	0	1	0	0	0	1	0	0	0	1	0	0	0.6915431703387837	Alkekengi officinarum Moench	Magnoliopsida	220	Plantae
3814157	1	1			1	1			3	3				Eudianthe coeli-rosa (L.) Fenzl ex Endl.	Magnoliopsida	220	Plantae
3886505	1	1	1	1	1	1	1	1	2	3	1	1		Phlomis russeliana (Sims) Lag. ex Benth.	Magnoliopsida	220	Plantae
3896282	1	1			1	1			3	3				Teucrium hircanicum L.	Magnoliopsida	220	Plantae
3940326	3	3	1	1	2	3	1	1	2	3	3	3		Malva trimestris (L.) Salisb.	Magnoliopsida	220	Plantae
3981543	3	3	3	3	3	3	2	2	3	3	3	2	1.0664445942239267	Berberis julianae C.K.Schneid.	Magnoliopsida	220	Plantae
4021919	3	3			2	2			2	2				Portulaca sativa Haw.	Magnoliopsida	220	Plantae
4038485	1	1	1	1	2	2	1	1	2	2	1	1		Reynoutria ×bohemica Chrtek & Chrtková	Magnoliopsida	220	Plantae
4063383	1	1	1	1	1	1	1	1	3	3	3	3		Trachystemon orientale (L.) D.Don	Magnoliopsida	220	Plantae
4067302	1	1			3	3			3	3				Symphytum grandiflorum DC.	Magnoliopsida	220	Plantae
