taxonKey	canonicalName	kingdom	class	year_2023_em_status_occupancy_natura2000_Wallonia	year_2023_em_status_occs_natura2000_Wallonia	year_2023_em_status_occupancy_Wallonia	year_2023_em_status_occs_Wallonia	year_2022_em_status_occupancy_natura2000_Wallonia	year_2022_em_status_occs_natura2000_Wallonia	year_2022_em_status_occupancy_Wallonia	year_2022_em_status_occs_Wallonia	year_2021_em_status_occupancy_natura2000_Wallonia	year_2021_em_status_occs_natura2000_Wallonia	year_2021_em_status_occupancy_Wallonia	year_2021_em_status_occs_Wallonia	mean_growth	kingdomKey	classKey
4990175	Rhyzobius lophanthae	Animalia	Insecta	1	1	1	1	3	3	1	1	1	1	1	1		1	216
8207952	Matthiola incana (L.) R.Br.	Plantae	Magnoliopsida	1	1	1	1	3	3	1	1	1	1	1	1		6	220
3886505	Phlomis russeliana	Plantae	Magnoliopsida	1	1	1	1	3	2	3	2	3	3	3	3		6	220
2651122	Polystichum munitum	Plantae	Polypodiopsida	1	1	1	1	3	2	3	2	1	1	1	1		6	7228684
5375020	Arabis alpina	Plantae	Magnoliopsida	1	1	1	1	3	2	2	2	3	3	3	3		6	220
7266329	Salix alba alba	Plantae	Magnoliopsida	1	1	1	1	3	2	2	2	3	2	3	3		6	220
2873877	Linum austriacum	Plantae	Magnoliopsida	1	1	1	1	2	3	3	1	3	3	3	1	0.5837023120539353	6	220
2480786	Theristicus melanopis	Animalia	Aves	1	1	1	1	2	3	2	3	3	3	3	3		1	212
3067353	Euphorbia characias	Plantae	Magnoliopsida	1	1	1	1	2	2	3	3	3	3	3	3		6	220
3190522	Cotinus coggygria	Plantae	Magnoliopsida	1	1	1	1	2	2	3	3	3	3	3	3		6	220
5329263	Elodea densa	Plantae	Liliopsida	1	1	1	1	2	2	3	3	2	2	2	2		6	196
2049296	Pithyotettix abietinus	Animalia	Insecta	1	1	1	1	2	2	3	3	1	1	1	1		1	216
3169756	Nerium oleander	Plantae	Magnoliopsida	1	1	1	1	2	2	3	3	1	1	1	1		6	220
2869311	Lysichiton americanus	Plantae	Liliopsida	1	1	1	1	2	2	3	2	3	2	3	2		6	196
3085357	Saponaria ocymoides	Plantae	Magnoliopsida	1	1	1	1	2	2	3	1	2	2	2	1	0.9546934390992066	6	220
2767275	Scilla forbesii	Plantae	Liliopsida	1	1	1	1	2	2	2	2	3	3	3	3		6	196
2888579	Leycesteria formosa	Plantae	Magnoliopsida	1	1	1	1	2	2	2	2	3	3	3	3		6	220
3033261	Anemone coronaria	Plantae	Magnoliopsida	1	1	1	1	2	2	2	2	3	3	3	3		6	220
7291264	Bistorta amplexicaulis	Plantae	Magnoliopsida	1	1	1	1	2	2	2	2	3	3	3	3		6	220
8080743	Scilla siberica	Plantae	Liliopsida	1	1	1	1	2	2	2	2	3	3	3	3		6	196
8288647	Pterocarya fraxinifolia	Plantae	Magnoliopsida	1	1	1	1	2	2	2	2	3	2	3	3		6	220
3098951	Cosmos sulphureus	Plantae	Magnoliopsida	1	1	1	1	2	2	2	2	2	2	3	3		6	220
2479798	Melopsittacus undulatus	Animalia	Aves	1	1	1	1	2	2	2	2	2	2	2	2		1	212
3172266	Jasminum nudiflorum	Plantae	Magnoliopsida	1	1	1	1	2	2	2	2	2	2	2	2		6	220
3741446	Erinus alpinus	Plantae	Magnoliopsida	1	1	1	1	2	2	2	2	2	2	2	2		6	220
4938682	Larix marschlinsii	Plantae	Pinopsida	1	1	1	1	2	2	2	2	2	2	2	2		6	194
8946295	Pontastacus leptodactylus	Animalia	Malacostraca	1	1	1	1	2	2	2	2	2	2	2	2		1	229
2865565	Lagarosiphon major	Plantae	Liliopsida	1	1	1	1	2	2	2	2	2	2	1	1		6	196
2772174	Muscari armeniacum	Plantae	Liliopsida	1	1	1	1	2	2	2	2	1	1	1	1		6	196
2931104	Solanum pseudocapsicum	Plantae	Magnoliopsida	1	1	1	1	2	2	2	2	1	1	1	1		6	220
5567694	Bergenia crassifolia	Plantae	Magnoliopsida	1	1	1	1	2	2	2	2	1	1	1	1		6	220
8313153	Quercus palustris	Plantae	Magnoliopsida	1	1	1	1	2	2	2	1	3	3	3	1	0.6027783224681939	6	220
2684120	Sequoiadendron giganteum	Plantae	Pinopsida	1	1	1	1	1	3	3	3	2	2	2	2		6	194
5559837	Cymbalaria pallida	Plantae	Magnoliopsida	1	1	1	1	1	3	1	3	1	1	1	1		6	220
2049661	Adelges abietis	Animalia	Insecta	1	1	1	1	1	2	2	2	3	3	2	2		1	216
4484176	Cacopsylla fulguralis	Animalia	Insecta	1	1	1	1	1	1	3	3	3	3	3	3		1	216
2473341	Numida meleagris	Animalia	Aves	1	1	1	1	1	1	3	3	1	1	3	3		1	212
3032611	Darmera peltata	Plantae	Magnoliopsida	1	1	1	1	1	1	3	3	1	1	1	1		6	220
7156971	Oxalis triangularis	Plantae	Magnoliopsida	1	1	1	1	1	1	3	3	1	1	1	1		6	220
2149679	Holocnemus pluchei	Animalia	Arachnida	1	1	1	1	1	1	3	2	1	1	2	3		1	367
9345027	Spatula cyanoptera	Animalia	Aves	1	1	1	1	1	1	2	3	3	3	3	3		1	212
2928026	Nemophila menziesii	Plantae	Magnoliopsida	1	1	1	1	1	1	2	3	3	3	2	2		6	220
8133114	Aster amellus	Plantae	Magnoliopsida	1	1	1	1	1	1	2	3	2	2	3	3		6	220
7989836	Symphytum caucasicum	Plantae	Magnoliopsida	1	1	1	1	1	1	2	3	1	1	1	1		6	220
1031684	Lepinotus patruelis	Animalia	Insecta	1	1	1	1	1	1	2	2	3	3	3	3		1	216
3000679	Chaenomeles speciosa	Plantae	Magnoliopsida	1	1	1	1	1	1	2	2	3	3	3	3		6	220
3133938	Coreopsis lanceolata	Plantae	Magnoliopsida	1	1	1	1	1	1	2	2	3	3	3	3		6	220
3190411	Ptelea trifoliata	Plantae	Magnoliopsida	1	1	1	1	1	1	2	2	3	3	2	2		6	220
5377163	Iberis amara	Plantae	Magnoliopsida	1	1	1	1	1	1	2	2	2	2	3	3		6	220
2890739	Geranium versicolor	Plantae	Magnoliopsida	1	1	1	1	1	1	2	2	1	1	2	2		6	220
2927303	Lavandula stoechas	Plantae	Magnoliopsida	1	1	1	1	1	1	2	2	1	1	2	2		6	220
2927727	Phlox subulata	Plantae	Magnoliopsida	1	1	1	1	1	1	2	2	1	1	2	2		6	220
2928761	Nicotiana alata	Plantae	Magnoliopsida	1	1	1	1	1	1	2	2	1	1	2	2		6	220
2440954	Cervus nippon	Animalia	Mammalia	1	1	1	1	1	1	1	1	3	3	3	3		1	359
2701612	Juncus ensifolius	Plantae	Liliopsida	1	1	1	1	1	1	1	1	3	3	3	3		6	196
2856204	Allium siculum	Plantae	Liliopsida	1	1	1	1	1	1	1	1	3	3	3	3		6	196
2858963	Narcissus tazetta	Plantae	Liliopsida	1	1	1	1	1	1	1	1	3	3	3	3		6	196
2891707	Oxalis debilis	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	3	3	3	3		6	220
2985964	Deutzia gracilis	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	3	3	3	3		6	220
3034782	Smyrnium olusatrum	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	3	3	3	3		6	220
5304187	Triteleia laxa	Plantae	Liliopsida	1	1	1	1	1	1	1	1	3	3	3	3		6	196
5334527	Limnanthes douglasii	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	3	3	3	3		6	220
7172831	Phedimus aizoon	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	3	3	3	3		6	220
2480410	Parabuteo unicinctus	Animalia	Aves	1	1	1	1	1	1	1	1	3	3	2	2		1	212
3022609	Prunus serrulata	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	3	3	2	2		6	220
3152824	Liquidambar styraciflua	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	3	3	2	2		6	220
5415054	Forsythia intermedia	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	3	3	2	2		6	220
6391417	Rumex thyrsiflorus	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	3	3	2	2		6	220
8011733	Weigela floribunda	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	3	3	2	2		6	220
3666776	Oenothera ersteinensis	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	3	2	2	2		6	220
7307327	Agastache rugosa	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	3	2	2	2		6	220
2706026	Miscanthus sinensis	Plantae	Liliopsida	1	1	1	1	1	1	1	1	2	2	3	3		6	196
2873995	Isotrema macrophyllum	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	2	2	3	3		6	220
2480350	Pelecanus onocrotalus	Animalia	Aves	1	1	1	1	1	1	1	1	2	2	2	2		1	212
4201695	Phedimus hybridus	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	2	2	2	2		6	220
4259350	Tilia tomentosa	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	2	2	2	2		6	220
5199161	Hypania invalida	Animalia	Polychaeta	1	1	1	1	1	1	1	1	2	2	2	2		1	256
6157035	Trachemys scripta troostii	Animalia	Testudines	1	1	1	1	1	1	1	1	2	2	2	2		1	11418114
7062200	Trachemys scripta scripta	Animalia	Testudines	1	1	1	1	1	1	1	1	2	2	2	2		1	11418114
7294681	Pulmonaria longifolia	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	2	2	2	2		6	220
4315705	Dikerogammarus villosus	Animalia	Malacostraca	1	1	1	1	1	1	1	1	2	2	2	1	0.9827388849821385	1	229
2455615	Pantherophis guttatus	Animalia	Squamata	1	1	1	1	1	1	1	1	1	1	3	3		1	11592253
2927744	Phlox paniculata	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	2	2		6	220
10786206	Rhaphiolepis bibas	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	2	2		6	220
2677047	Orthodontium lineare	Plantae	Bryopsida	1	1	1	1	1	1	1	1	1	1	1	1	0.9250232435303081	6	327
4201607	Phedimus spurius	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1	0.9136470100091465	6	220
3033865	Mahonia aquifolium	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1	0.8705280174123489	6	220
3025896	Cotoneaster dielsianus	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1	0.6350813040534494	6	220
1016841	Orthomorpha coarctata	Animalia	Diplopoda	1	1	1	1	1	1	1	1	1	1	1	1		1	361
1119292	Morimus asper	Animalia	Insecta	1	1	1	1	1	1	1	1	1	1	1	1		1	216
1309652	Dryocosmus kuriphilus	Animalia	Insecta	1	1	1	1	1	1	1	1	1	1	1	1		1	216
1651430	Aedes albopictus	Animalia	Insecta	1	1	1	1	1	1	1	1	1	1	1	1		1	216
1652212	Aedes japonicus	Animalia	Insecta	1	1	1	1	1	1	1	1	1	1	1	1		1	216
2020779	Buchananiella continua	Animalia	Insecta	1	1	1	1	1	1	1	1	1	1	1	1		1	216
2091932	Pulvinaria hydrangeae	Animalia	Insecta	1	1	1	1	1	1	1	1	1	1	1	1		1	216
2128482	Colomerus vitis	Animalia	Arachnida	1	1	1	1	1	1	1	1	1	1	1	1		1	367
2217982	Crangonyx pseudogracilis	Animalia	Malacostraca	1	1	1	1	1	1	1	1	1	1	1	1		1	229
2220312	Hemimysis anomala	Animalia	Malacostraca	1	1	1	1	1	1	1	1	1	1	1	1		1	229
2220347	Limnomysis benedeni	Animalia	Malacostraca	1	1	1	1	1	1	1	1	1	1	1	1		1	229
2287073	Dreissena bugensis	Animalia	Bivalvia	1	1	1	1	1	1	1	1	1	1	1	1		1	137
2362881	Leucaspius delineatus	Animalia		1	1	1	1	1	1	1	1	1	1	1	1		1	
2427091	Lithobates catesbeianus	Animalia	Amphibia	1	1	1	1	1	1	1	1	1	1	1	1		1	131
2498396	Dendrocygna viduata	Animalia	Aves	1	1	1	1	1	1	1	1	1	1	1	1		1	212
2498408	Lophodytes cucullatus	Animalia	Aves	1	1	1	1	1	1	1	1	1	1	1	1		1	212
2687182	Tsuga canadensis	Plantae	Pinopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	194
2700768	Luzula nivea	Plantae	Liliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	196
2705512	Glyceria canadensis	Plantae	Liliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	196
2716838	Eleocharis engelmannii	Plantae	Liliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	196
2717402	Eleocharis mamillata austriaca	Plantae	Liliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	196
2717467	Eleocharis obtusa	Plantae	Liliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	196
2720120	Scirpus atrovirens	Plantae	Liliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	196
2720269	Scirpus georgianus	Plantae	Liliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	196
2747718	Crocus speciosus	Plantae	Liliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	196
2772885	Ornithogalum pyramidale	Plantae	Liliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	196
2857449	Allium ramosum	Plantae	Liliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	196
2858909	Narcissus jonquilla	Plantae	Liliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	196
2869301	Lysichiton camtschatcensis	Plantae	Liliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	196
2874512	Cucurbita ficifolia	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
2882841	Vaccinium macrocarpon	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
2888867	Rheum rhabarbarum	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
2888948	Rumex alpinus	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
2889980	Geranium magnificum	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
2928859	Petunia atkinsiana	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
2987948	Neillia tanakae	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
3026024	Cotoneaster ascendens	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
3083486	Paeonia lactiflora	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
3112361	Cynara scolymus	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
3171952	Verbascum speciosum	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
3189836	Acer pensylvanicum	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
3190544	Rhus glabra	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
3642531	Chaerophyllum aureum	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
3666059	Oenothera glazioviana rubricalyx	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
4486382	Orsillus depressus	Animalia	Insecta	1	1	1	1	1	1	1	1	1	1	1	1		1	216
4990176	Rhyzobius forestieri	Animalia	Insecta	1	1	1	1	1	1	1	1	1	1	1	1		1	216
5177089	Jaera istri	Animalia	Malacostraca	1	1	1	1	1	1	1	1	1	1	1	1		1	229
5229205	Eudocimus albus	Animalia	Aves	1	1	1	1	1	1	1	1	1	1	1	1		1	212
5353590	Cercis siliquastrum	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
5362004	Sedum sarmentosum	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
5392145	Bidens radiata	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
5403605	Crepis sancta	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
5411392	Campanula lactiflora	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
5587240	Silene vulgaris vulgaris	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
5609603	Nepeta subsessilis	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
5671747	Cenchrus alopecuroides	Plantae	Liliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	196
7227181	Carex muricata muricata	Plantae	Liliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	196
7230699	Pinus nigra nigra	Plantae	Pinopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	194
7315286	Fumaria muralis	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
7334489	Sedum palmeri	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
7475424	Scabiosa lucida	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
7730307	Erythranthe lutea	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
8251158	Penstemon digitalis	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
8342911	Papaver setiferum	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
8599762	Aproceros leucopoda	Animalia	Insecta	1	1	1	1	1	1	1	1	1	1	1	1		1	216
9018536	Koenigia campanulata	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
9153437	Salix daphnoides	Plantae	Magnoliopsida	1	1	1	1	1	1	1	1	1	1	1	1		6	220
3033896	Berberis thunbergii	Plantae	Magnoliopsida	1	1	1	0	3	3	3	0	3	3	3	0	0.6176512768790037	6	220
5334240	Lonicera japonica	Plantae	Magnoliopsida	1	1	1	0	3	3	3	0	3	3	2	0	0.5411875340628466	6	220
2995149	Rubus phoenicolasius	Plantae	Magnoliopsida	1	1	1	0	3	3	3	0	3	3	2	0	0.44599138954432416	6	220
3026162	Cotoneaster franchetii	Plantae	Magnoliopsida	1	1	1	0	3	2	1	0	2	2	1	0	0.7145815064285671	6	220
10902460	Salvia rosmarinus	Plantae	Magnoliopsida	1	1	1	0	2	3	2	0	1	1	1	0	0.7780127176308609	6	220
2498384	Callonetta leucophrys	Animalia	Aves	1	1	1	0	2	2	2	0	3	2	2	0	0.7051438984096954	1	212
2985863	Hylotelephium spectabile	Plantae	Magnoliopsida	1	1	1	0	2	2	2	0	1	1	2	0	0.6389430786464031	6	220
4038485	Reynoutria bohemica	Plantae	Magnoliopsida	1	1	1	0	2	2	1	0	2	2	2	0	0.5419018421950194	6	220
8190077	Populus canadensis	Plantae	Magnoliopsida	1	1	1	0	2	1	1	0	2	1	1	0	0.6963811165852816	6	220
3147018	Erigeron floribundus	Plantae	Magnoliopsida	1	1	1	0	1	1	3	0	1	1	2	0	0.4826666535870078	6	220
2686157	Larix kaempferi	Plantae	Pinopsida	1	1	1	0	1	1	2	0	2	2	2	0	0.8828688530573304	6	194
7915783	Oenothera fallax	Plantae	Magnoliopsida	1	1	1	0	1	1	1	0	2	2	2	0	0.5122666189924042	6	220
2498034	Anser cygnoides	Animalia	Aves	1	1	1	0	1	1	1	0	1	1	1	0	0.7613040701066955	1	212
3152583	Hibiscus syriacus	Plantae	Magnoliopsida	1	1	0	1	3	1	0	3	2	1	0	3	1.0069271905805794	6	220
5851603	Leuciscus aspius	Animalia		1	1	0	1	1	1	0	1	1	1	0	1		1	
3189866	Acer negundo	Plantae	Magnoliopsida	1	1	0	0	1	1	0	0	1	1	0	0	0.7988840988308819	6	220
2498344	Cygnus atratus	Animalia	Aves	1	1	0	0	1	1	0	0	1	1	0	0	0.798470144491635	1	212
3067891	Euphorbia prostrata	Plantae	Magnoliopsida	1	0	2	1	2	0	3	1	1	0	1	1	0.8060764005240383	6	220
3003244	Rosa multiflora Thunb.	Plantae	Magnoliopsida	1	0	1	1	1	0	1	1	1	0	1	1	0.7525185344261935	6	220
2988188	Pyracantha coccinea	Plantae	Magnoliopsida	1	0	1	0	3	0	3	0	2	0	2	0	0.7809302613565033	6	220
3026074	Cotoneaster salicifolius	Plantae	Magnoliopsida	1	0	1	0	3	0	1	0	2	0	1	0	0.5455032511543826	6	220
7400250	Platanus hispanica	Plantae	Magnoliopsida	1	0	1	0	2	0	2	0	1	0	2	0	0.800531735731201	6	220
2498305	Oxyura jamaicensis	Animalia	Aves	1	0	1	0	2	0	2	0	1	0	2	0	0.6747717888799121	1	212
7068732	Arabidopsis arenosa arenosa	Plantae	Magnoliopsida	1	0	1	0	2	0	2	0	1	0	1	0	0.8979894260450463	6	220
5365705	Potentilla intermedia	Plantae	Magnoliopsida	1	0	1	0	2	0	1	0	2	0	1	0	0.8333459523238984	6	220
10755213	Narcissus hispanicus hispanicus	Plantae	Liliopsida	1	0	1	0	1	0	2	0	2	0	2	0	0.6950122215135048	6	196
8200663	Cymbalaria muralis	Plantae	Magnoliopsida	1	0	1	0	1	0	1	0	1	0	1	0	0.9408887868343939	6	220
2498388	Aix galericulata	Animalia	Aves	1	0	1	0	1	0	1	0	1	0	1	0	0.9098769179415488	1	212
5362573	Pyrus communis	Plantae	Magnoliopsida	1	0	1	0	1	0	1	0	1	0	1	0	0.8497411897013862	6	220
6109535	Trifolium hybridum	Plantae	Magnoliopsida	1	0	1	0	1	0	1	0	1	0	1	0	0.8367110768444095	6	220
2890541	Geranium purpureum	Plantae	Magnoliopsida	1	0	1	0	1	0	1	0	1	0	1	0	0.798572358144958	6	220
2495414	Columba livia	Animalia	Aves	1	0	1	0	1	0	1	0	1	0	1	0	0.717442969579622	1	212
2379245	Proterorhinus semilunaris	Animalia		1	0	1	0	1	0	1	0	1	0	1	0	0.0178929977133358	1	
2498387	Aix sponsa	Animalia	Aves	1	0	0	1	2	0	0	1	2	0	0	1	0.9609206311468286	1	212
5289686	Setaria verticillata	Plantae	Liliopsida	1	0	0	0	1	0	0	0	1	0	0	0	0.799154586536392	6	196
2498035	Anser indicus	Animalia	Aves	1	0	0	0	1	0	0	0	1	0	0	0	0.6717142085788937	1	212
2362868	Pseudorasbora parva	Animalia		1	0	0	0	1	0	0	0	0	0	0	0	0.4300060670193346	1	
5330661	Arum italicum	Plantae	Liliopsida	0	3	3	3	0	3	3	3	0	3	3	3	1.2085143490948924	6	196
2498252	Alopochen aegyptiaca	Animalia	Aves	0	3	3	0	0	3	3	0	0	3	3	0	0.9367114281174258	1	212
2888439	Papaver somniferum	Plantae	Magnoliopsida	0	3	0	3	0	3	0	3	0	3	0	3	1.174880521121957	6	220
3021496	Prunus laurocerasus	Plantae	Magnoliopsida	0	2	0	2	0	2	0	2	0	2	0	2	1.0772542208634235	6	220
2479226	Psittacula krameri	Animalia	Aves	0	2	0	2	0	2	0	2	0	2	0	2	1.0727423513684018	1	212
4314683	Chelicorophium curvispinum	Animalia	Malacostraca	0	1	1	1	1	1	1	1	1	1	2	1	0.8350241740967956	1	229
2880539	Quercus rubra	Plantae	Magnoliopsida	0	1	1	1	0	1	1	1	0	1	1	1	0.9799616665638919	6	220
4989904	Harmonia axyridis	Animalia	Insecta	0	1	0	0	0	1	0	0	0	1	0	0	0.6443987425634992	1	216
2687210	Tsuga heterophylla	Plantae	Pinopsida	0	1	0	0	0	1	0	0	0	1	0	0	0.5285579272641627	6	194
2480454	Haliaeetus vocifer	Animalia	Aves	0	0	3	3	1	1	1	1	1	1	1	1		1	212
1047536	Leptinotarsa decemlineata	Animalia	Insecta	0	0	3	3	0	0	3	3	0	2	3	3	1.5357006489328864	1	216
4201688	Phedimus kamtschaticus	Plantae	Magnoliopsida	0	0	3	3	0	0	3	3	0	0	3	3		6	220
3064221	Euphorbia serpens	Plantae	Magnoliopsida	0	0	3	3	0	0	3	3	0	0	0	0		6	220
2219863	Gammarus tigrinus	Animalia	Malacostraca	0	0	3	3	0	0	0	0	0	0	1	1		1	229
8183217	Salix gmelinii	Plantae	Magnoliopsida	0	0	3	3	0	0	0	0	0	0	0	0		6	220
4497180	Andricus aries	Animalia	Insecta	0	0	3	2	0	0	3	3	0	0	0	0		1	216
5298765	Iris foetidissima	Plantae	Liliopsida	0	0	3	2	0	0	1	1	1	1	3	3		6	196
3169331	Lysimachia clethroides	Plantae	Magnoliopsida	0	0	3	2	0	0	0	0	0	0	1	1		6	220
1421095	Ctenolepisma lineata	Animalia	Insecta	0	0	2	2	1	1	2	2	1	1	2	2		1	216
5561475	Chaenostoma cordatum	Plantae	Magnoliopsida	0	0	2	2	0	0	3	3	0	0	1	1		6	220
2157245	Steatoda grossa	Animalia	Arachnida	0	0	2	2	0	0	2	2	0	0	2	2		1	367
2439270	Rattus rattus	Animalia	Mammalia	0	0	2	2	0	0	2	2	0	0	0	0		1	359
2874515	Cucurbita maxima	Plantae	Magnoliopsida	0	0	2	2	0	0	2	2	0	0	0	0		6	220
2498046	Chenonetta jubata	Animalia	Aves	0	0	2	2	0	0	1	1	0	0	1	1		1	212
1031400	Ectopsocus briggsi	Animalia	Insecta	0	0	2	2	0	0	0	0	0	0	0	0		1	216
8356787	Pourthiaea villosa	Plantae	Magnoliopsida	0	0	2	2	0	0	0	0	0	0	0	0		6	220
3026035	Cotoneaster coriaceus	Plantae	Magnoliopsida	0	0	1	1	1	1	3	2	1	1	3	3		6	220
3000406	Stranvaesia davidiana	Plantae	Magnoliopsida	0	0	1	1	1	1	3	2	1	1	3	2		6	220
5384361	Amaranthus bouchonii	Plantae	Magnoliopsida	0	0	1	1	1	1	2	1	1	1	2	1	0.607033036410442	6	220
8323119	Bidens triplinervia macrantha	Plantae	Magnoliopsida	0	0	1	1	1	1	1	1	1	1	3	3		6	220
5232428	Chloephaga picta	Animalia	Aves	0	0	1	1	1	1	1	1	1	1	2	2		1	212
2479553	Agapornis personatus	Animalia	Aves	0	0	1	1	1	1	1	1	1	1	1	1		1	212
2928034	Nemophila maculata	Plantae	Magnoliopsida	0	0	1	1	1	1	1	1	1	1	1	1		6	220
8149049	Wisteria sinensis	Plantae	Magnoliopsida	0	0	1	1	1	1	1	1	1	1	1	1		6	220
8212772	Symphoricarpos doorenbosii	Plantae	Magnoliopsida	0	0	1	1	1	1	1	1	1	1	1	1		6	220
8255921	Pulvinaria floccifera	Animalia	Insecta	0	0	1	1	1	1	1	1	1	1	1	1		1	216
9376410	Delosperma cooperi	Plantae	Magnoliopsida	0	0	1	1	1	1	1	1	1	1	1	1		6	220
5284698	Cedrus deodara	Plantae	Pinopsida	0	0	1	1	0	0	3	3	0	0	2	2		6	194
4486365	Nysius huttoni	Animalia	Insecta	0	0	1	1	0	0	3	3	0	0	1	1		1	216
5384390	Amaranthus cruentus	Plantae	Magnoliopsida	0	0	1	1	0	0	3	3	0	0	1	1		6	220
9606290	Meleagris gallopavo	Animalia	Aves	0	0	1	1	0	0	3	3	0	0	1	1		1	212
2650829	Cyrtomium falcatum	Plantae	Polypodiopsida	0	0	1	1	0	0	3	3	0	0	0	0		6	7228684
2985995	Hydrangea paniculata	Plantae	Magnoliopsida	0	0	1	1	0	0	3	3	0	0	0	0		6	220
3105768	Sonchus tenerrimus	Plantae	Magnoliopsida	0	0	1	1	0	0	3	3	0	0	0	0		6	220
3586046	Gladiolus hortulanus	Plantae	Liliopsida	0	0	1	1	0	0	3	3	0	0	0	0		6	196
5300102	Gagea pratensis	Plantae	Liliopsida	0	0	1	1	0	0	3	3	0	0	0	0		6	196
4497124	Andricus quercuscalicis	Animalia	Insecta	0	0	1	1	0	0	2	2	1	1	1	1		1	216
5420991	Ludwigia peploides	Plantae	Magnoliopsida	0	0	1	1	0	0	2	2	0	0	1	1		6	220
